id,path,caption,__raw_response,__error,style,Gen_by,category_category,task
theo-van-rysselberghe_near-the-rocks-of-per-kiridec-1889_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/theo-van-rysselberghe_near-the-rocks-of-per-kiridec-1889_resize1024.jpg,"a sailboat with white sails on a blue sea near a rocky coastline, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_the-burning-time-1897_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/theo-van-rysselberghe_the-burning-time-1897_resize1024.jpg,,,"mllm_error: {""error_type"": ""api_code"", ""message"": ""Andes gateway returned non-zero code"", ""record_id"": ""c535d796-237b-11f1-b1ce-0202160272ed"", ""http_status"": null, ""api_code"": -30002, ""api_msg"": ""Your input image may contain content that is not allowed by our content safety system."", ""response_text"": ""{'code': -30002, 'msg': 'Your input image may contain content that is not allowed by our content safety system.', 'recordId': 'andes-3VRRLCd7gesfDn-260319180952293'}""} | mllm_error: {""error_type"": ""api_code"", ""message"": ""Andes gateway returned non-zero code"", ""record_id"": ""5b22d11e-237c-11f1-a509-0202160272ed"", ""http_status"": null, ""api_code"": -30002, ""api_msg"": ""Your input image may contain content that is not allowed by our content safety system."", ""response_text"": ""{'code': -30002, 'msg': 'Your input image may contain content that is not allowed by our content safety system.', 'recordId': 'andes-6x7N7iYFjkTAEU-260319181403818'}""} | missing_caption: col=caption",Pointillism,WikiArt,,
theo-van-rysselberghe_portrait-of-mathilde-vereeken-1891_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/theo-van-rysselberghe_portrait-of-mathilde-vereeken-1891_resize1024.jpg,"a woman in a white dress and wide-brimmed hat seated in a garden with blooming roses, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
georges-seurat_cadet-from-saint-cyr-1884_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/georges-seurat_cadet-from-saint-cyr-1884_resize1024.jpg,"a person standing on a grassy riverbank among tall trees, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
georges-seurat_mouth-of-the-seine-at-honfleur-evening-1886_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/georges-seurat_mouth-of-the-seine-at-honfleur-evening-1886_resize1024.jpg,"a quiet beach with a wooden pier and distant rocky shoreline under a hazy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
paul-signac_the-jetty-at-cassis-opus-198-1889_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/paul-signac_the-jetty-at-cassis-opus-198-1889_resize1024.jpg,"a coastal harbor with stone seawalls, small buildings, and sailboats on calm blue water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_landscape-3_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-edmond-cross_landscape-3_resize1024.jpg,"a rural landscape with a winding path, trees, and distant hills under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_portrait-of-a-woman-in-black_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/theo-van-rysselberghe_portrait-of-a-woman-in-black_resize1024.jpg,"a woman in a black dress and wide-brim hat with a long white scarf, standing against a plain background, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
claude-monet_the-house-among-the-roses-2_resize1024,Dataset/Intermediate/Impressionism/Gen_pointillism/NanoPro/claude-monet_the-house-among-the-roses-2_resize1024.jpg,"a winding dirt path through an autumn forest with colorful trees under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,gemini-3-pro-image-preview,landscape,category_classify
ion-theodorescu-sion_case-la-amiaz-efect-de-soare_resize1024,Dataset/Intermediate/Impressionism/Gen_pointillism/Gpt/ion-theodorescu-sion_case-la-amiaz-efect-de-soare_resize1024.jpg,"a rustic cottage with a thatched roof beside a tree and a woman standing near the wall, pointillism painting","{""category"":""architecture""}",,Pointillism,gpt-image-1,architecture,category_classify
georges-seurat_beach-at-gravelines-1890_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/georges-seurat_beach-at-gravelines-1890_resize1024.jpg,"a calm seascape with distant horizon and colorful bands of flowers along the shore, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-matisse_still-life-10_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-matisse_still-life-10_resize1024.jpg,"a vase of colorful tulips and white daisies on a table with a blue patterned background, pointillism painting","{""category"":""still_life""}",,Pointillism,WikiArt,still_life,category_classify
richard-gerstl_flowering-meadow-with-trees-1907_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/richard-gerstl_flowering-meadow-with-trees-1907_resize1024.jpg,"a sunlit forest clearing with tall trees and green undergrowth, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
alfred-sisley_grain-fields-on-the-hills-of-argenteuil-1873_resize1024,Dataset/Intermediate/Impressionism/Gen_pointillism/Gpt/alfred-sisley_grain-fields-on-the-hills-of-argenteuil-1873_resize1024.jpg,"a dirt path winding through green and golden fields under a blue sky with scattered clouds, pointillism painting","{""category"":""landscape""}",,Pointillism,gpt-image-1,landscape,category_classify
arkhip-kuindzhi_after-a-rain_resize1024,Dataset/Intermediate/Impressionism/Gen_pointillism/NanoPro/arkhip-kuindzhi_after-a-rain_resize1024.jpg,"a rolling green hillside with dark mountains under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,gemini-3-pro-image-preview,landscape,category_classify
camille-pissarro_picking-peas_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/camille-pissarro_picking-peas_resize1024.jpg,"farm workers harvesting in a green field with baskets under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
nicolae-vermont_view-of-dieppe-s-beach-1929_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/nicolae-vermont_view-of-dieppe-s-beach-1929_resize1024.jpg,"a sandy beach with orange striped tents and people sitting and walking, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
giacomo-balla_bankruptcy-1902_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/giacomo-balla_bankruptcy-1902_resize1024.jpg,"a dark wooden double door with chalk graffiti on a stone building facade, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
georges-lacombe_oaks-and-blueberry-bushes-1905_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/georges-lacombe_oaks-and-blueberry-bushes-1905_resize1024.jpg,"a dense woodland with tall tree trunks and colorful undergrowth, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
paul-cezanne_portrait-of-victor-chocquet-1877-1_resize1024,Dataset/Intermediate/Impressionism/Gen_pointillism/NanoPro/paul-cezanne_portrait-of-victor-chocquet-1877-1_resize1024.jpg,"a man seen from behind with dark hair wearing a blue jacket against a green background, pointillism painting","{""category"":""portrait""}",,Pointillism,gemini-3-pro-image-preview,portrait,category_classify
camille-pissarro_frost-view-fom-bazincourt-1891_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/camille-pissarro_frost-view-fom-bazincourt-1891_resize1024.jpg,"a rural village landscape with autumn trees and open fields under a hazy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_canal-de-la-guidecca-venice_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-edmond-cross_canal-de-la-guidecca-venice_resize1024.jpg,"a harbor with sailboats on calm water and a large moored ship, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_levant-isle_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/theo-van-rysselberghe_levant-isle_resize1024.jpg,"a coastal cliff with a small gazebo and trees overlooking the sea, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_denise-marechal-1892_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/theo-van-rysselberghe_denise-marechal-1892_resize1024.jpg,"a portrait of a woman in a dark dress with a white collar against a patterned background, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
georges-lemmen_carnival-the-carousel_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/georges-lemmen_carnival-the-carousel_resize1024.jpg,"a rider in flowing red clothing on a galloping horse beside a harnessed white bull, pointillism painting","{""category"":""animal""}",,Pointillism,WikiArt,animal,category_classify
henri-edmond-cross_chaine-des-maures-1907_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-edmond-cross_chaine-des-maures-1907_resize1024.jpg,"a pastoral hillside landscape with scattered trees and a grazing horse under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_coastal-landscape_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-edmond-cross_coastal-landscape_resize1024.jpg,"a rocky coastal village with stone houses and red tiled roofs by the sea, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
georges-seurat_suburb-1882_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/georges-seurat_suburb-1882_resize1024.jpg,"a rural industrial landscape with white factory buildings and a tall smokestack by a grassy field, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
camille-pissarro_farm-at-basincourt_resize1024,Dataset/Intermediate/Impressionism/Gen_pointillism/NanoPro/camille-pissarro_farm-at-basincourt_resize1024.jpg,"a countryside village with red-roofed cottages along a winding river and dirt road under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,gemini-3-pro-image-preview,landscape,category_classify
henri-edmond-cross_the-cypresses-at-cagnes-1908_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-edmond-cross_the-cypresses-at-cagnes-1908_resize1024.jpg,"a hillside landscape with tall cypress trees and distant village buildings, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_young-woman-study-for-the-clearing_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-edmond-cross_young-woman-study-for-the-clearing_resize1024.jpg,"a nude woman reclining among trees and foliage in a sunlit landscape, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
georges-seurat_the-garbage-picker_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/georges-seurat_the-garbage-picker_resize1024.jpg,"a silhouetted worker bending over with a long-handled tool in an industrial interior, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
jean-metzinger_paysage-aux-deux-cypr-s-1905_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/jean-metzinger_paysage-aux-deux-cypr-s-1905_resize1024.jpg,"a lush countryside meadow with tall trees and distant hills under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_the-wood-1907_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-edmond-cross_the-wood-1907_resize1024.jpg,"a group of nude women resting in a sunlit forest clearing among trees and shrubs, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
richard-gerstl_self-portrait-with-blue-spotted-background-1907_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/richard-gerstl_self-portrait-with-blue-spotted-background-1907_resize1024.jpg,"a seated man in a dark suit with a bow tie against a mottled background, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
paul-signac_marseille-an-old-port-1906_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/paul-signac_marseille-an-old-port-1906_resize1024.jpg,"a misty harbor with docked sailboats and buildings along the waterfront, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
henri-edmond-cross_beach-on-the-mediterranian_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-edmond-cross_beach-on-the-mediterranian_resize1024.jpg,"a sandy beach with purple flowers in the foreground and waves on the blue sea, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_portrait-of-madame-cross_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-edmond-cross_portrait-of-madame-cross_resize1024.jpg,"a woman in a wide-brimmed hat and purple dress sitting outdoors on a wicker chair, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
georges-seurat_la-grande-jatte-1884_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/georges-seurat_la-grande-jatte-1884_resize1024.jpg,"a riverside park with tall trees casting shadows and sailboats on the water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-martin_self-portrait-in-the-garden_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-martin_self-portrait-in-the-garden_resize1024.jpg,"a woman in a blue dress and wide-brim hat sitting in a lush flower garden, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
john-singer-sargent_staircase-in-capri-1878_resize1024,Dataset/Intermediate/Impressionism/Gen_pointillism/NanoPro/john-singer-sargent_staircase-in-capri-1878_resize1024.jpg,"a sunlit stone stairway between whitewashed buildings with flowering shrubs and tall cypress trees, pointillism painting","{""category"":""architecture""}",,Pointillism,gemini-3-pro-image-preview,architecture,category_classify
georges-seurat_the-port-of-honfleur-1886_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/georges-seurat_the-port-of-honfleur-1886_resize1024.jpg,"a misty harbor scene with sailboats and distant buildings, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
auguste-herbin_the-roofs-of-paris-in-the-snow-1902_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/auguste-herbin_the-roofs-of-paris-in-the-snow-1902_resize1024.jpg,"a snowy cityscape with tall buildings and bare trees in winter, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
henri-martin_landscape-with-couple_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-martin_landscape-with-couple_resize1024.jpg,"a couple in white clothes holding hands on a seaside cliff with pine trees, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
henri-martin_the-house-of-sabotier_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-martin_the-house-of-sabotier_resize1024.jpg,"a countryside house with bare trees and a winding path through green fields, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_boats-in-the-port-of-st-tropez_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-edmond-cross_boats-in-the-port-of-st-tropez_resize1024.jpg,"a harbor with colorful fishing boats and tall masts on calm water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-seurat_the-seine-at-la-grande-jatte-in-the-spring-1888_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/georges-seurat_the-seine-at-la-grande-jatte-in-the-spring-1888_resize1024.jpg,"a quiet riverside with moored boats beneath tall leafy trees, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_the-canal-near-st-tropez_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-edmond-cross_the-canal-near-st-tropez_resize1024.jpg,"a coastal landscape with a windswept tree overlooking blue water and distant hills, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_portrait-of-alice-sethe-1888_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/theo-van-rysselberghe_portrait-of-alice-sethe-1888_resize1024.jpg,"a woman in a light blue dress standing by an ornate mirror in an interior room, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
marevna-(marie-vorobieff)_self-portrait-1929_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/marevna-(marie-vorobieff)_self-portrait-1929_resize1024.jpg,"a close-up portrait of a person wearing a wide-brimmed hat, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
paul-signac_the-harbour-at-marseilles-1906_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/paul-signac_the-harbour-at-marseilles-1906_resize1024.jpg,"a harbor scene with a large sailing ship and distant buildings across the water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
eugene-boudin_standing-off-deauville-1886_resize1024,Dataset/Intermediate/Impressionism/Gen_pointillism/NanoPro/eugene-boudin_standing-off-deauville-1886_resize1024.jpg,"a windy ocean seascape with choppy waves and small sailboats under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,gemini-3-pro-image-preview,landscape,category_classify
theo-van-rysselberghe_view-of-the-river-scheldt-1893_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/theo-van-rysselberghe_view-of-the-river-scheldt-1893_resize1024.jpg,"a coastal seascape with sandy dunes, calm water, and distant sailboats under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_antibes-afternoon_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-edmond-cross_antibes-afternoon_resize1024.jpg,"a coastal bay with trees in the foreground and a town by the mountains across the water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
salvador-dali_untitled-landscape-near-madrid_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/salvador-dali_untitled-landscape-near-madrid_resize1024.jpg,"a sunlit garden scene with dense green foliage and pale flowers, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-seurat_woman-fishing-and-seated-figures-1884_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/georges-seurat_woman-fishing-and-seated-figures-1884_resize1024.jpg,"a riverside park with people relaxing on the grass under umbrellas and sailboats on the water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
maurice-prendergast_a-day-in-the-country_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/maurice-prendergast_a-day-in-the-country_resize1024.jpg,"a group of women in long dresses standing in a green park with tall trees, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
henri-edmond-cross_bathers-1902_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-edmond-cross_bathers-1902_resize1024.jpg,,,"mllm_error: {""error_type"": ""api_code"", ""message"": ""Andes gateway returned non-zero code"", ""record_id"": ""ab1ae5c2-237b-11f1-a1f5-0202160272ed"", ""http_status"": null, ""api_code"": -30002, ""api_msg"": ""Your input image may contain content that is not allowed by our content safety system."", ""response_text"": ""{'code': -30002, 'msg': 'Your input image may contain content that is not allowed by our content safety system.', 'recordId': 'andes-DAhuJutpnvAO2B-260319180908540'}""} | mllm_error: {""error_type"": ""api_code"", ""message"": ""Andes gateway returned non-zero code"", ""record_id"": ""5ac8c3fe-237c-11f1-88ef-0202160272ed"", ""http_status"": null, ""api_code"": -30002, ""api_msg"": ""Your input image may contain content that is not allowed by our content safety system."", ""response_text"": ""{'code': -30002, 'msg': 'Your input image may contain content that is not allowed by our content safety system.', 'recordId': 'andes-WCdNgbxSLaI5UG-260319181403269'}""} | missing_caption: col=caption",Pointillism,WikiArt,,
claude-monet_irises-1917_resize1024,Dataset/Intermediate/Impressionism/Gen_pointillism/NanoPro/claude-monet_irises-1917_resize1024.jpg,"a cluster of tall green grasses with small pink flowers against a light background, pointillism painting","{""category"":""still_life""}",,Pointillism,gemini-3-pro-image-preview,still_life,category_classify
henri-edmond-cross_landscape_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-edmond-cross_landscape_resize1024.jpg,"a colorful mountain landscape with a lake and a tall tree in the foreground, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_cypress-april_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-edmond-cross_cypress-april_resize1024.jpg,"a sunlit hillside landscape with tall cypress trees and small figures resting in a meadow, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
john-henry-twachtman_waterfall-greenwich_resize1024,Dataset/Intermediate/Impressionism/Gen_pointillism/Gpt/john-henry-twachtman_waterfall-greenwich_resize1024.jpg,"a small waterfall flowing into a rocky stream in a grassy landscape, pointillism painting","{""category"":""landscape""}",,Pointillism,gpt-image-1,landscape,category_classify
georges-ribemont-dessaignes_paysage-du-midi-1905_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/georges-ribemont-dessaignes_paysage-du-midi-1905_resize1024.jpg,"a coastal hillside with trees overlooking the sea under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-seurat_white-houses-ville-d-avray-1882_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/georges-seurat_white-houses-ville-d-avray-1882_resize1024.jpg,"a rural farmhouse with red roofs beside a grassy field and trees, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
marevna-(marie-vorobieff)_not-identified-6_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/marevna-(marie-vorobieff)_not-identified-6_resize1024.jpg,,,"mllm_error: {""error_type"": ""api_code"", ""message"": ""Andes gateway returned non-zero code"", ""record_id"": ""912e3d08-237b-11f1-b324-0202160272ed"", ""http_status"": null, ""api_code"": -30002, ""api_msg"": ""Your input image may contain content that is not allowed by our content safety system."", ""response_text"": ""{'code': -30002, 'msg': 'Your input image may contain content that is not allowed by our content safety system.', 'recordId': 'andes-0VkPap1AiBKKat-260319180825017'}""} | mllm_error: {""error_type"": ""api_code"", ""message"": ""Andes gateway returned non-zero code"", ""record_id"": ""5b75da4e-237c-11f1-9e2c-0202160272ed"", ""http_status"": null, ""api_code"": -30002, ""api_msg"": ""Your input image may contain content that is not allowed by our content safety system."", ""response_text"": ""{'code': -30002, 'msg': 'Your input image may contain content that is not allowed by our content safety system.', 'recordId': 'andes-T8risTbIYJiBxs-260319181404397'}""} | missing_caption: col=caption",Pointillism,WikiArt,,
paul-cezanne_flowers-in-a-vase-1873_resize1024,Dataset/Intermediate/Impressionism/Gen_pointillism/Gpt/paul-cezanne_flowers-in-a-vase-1873_resize1024.jpg,"a bouquet of red, white, and pink flowers in a glass vase on a table against a dark background, pointillism painting","{""category"":""still_life""}",,Pointillism,gpt-image-1,still_life,category_classify
helene-schjerfbeck_girl-reading-1904_resize1024,Dataset/Intermediate/Impressionism/Gen_pointillism/Gpt/helene-schjerfbeck_girl-reading-1904_resize1024.jpg,"a young girl in a blue dress sitting on a wooden chair holding a pencil by a window, pointillism painting","{""category"":""portrait""}",,Pointillism,gpt-image-1,portrait,category_classify
henri-edmond-cross_sunset-on-the-lagoon-venice_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-edmond-cross_sunset-on-the-lagoon-venice_resize1024.jpg,"a sailboat with a colorful sail on calm water under cloudy skies, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_the-schelde-upstream-from-antwerp-after-fog-1892_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/theo-van-rysselberghe_the-schelde-upstream-from-antwerp-after-fog-1892_resize1024.jpg,"a riverside landscape with tall trees along a grassy bank and small sailboats on the water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_portrait-of-laure-fle-1898_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/theo-van-rysselberghe_portrait-of-laure-fle-1898_resize1024.jpg,"a seated woman in a white ruffled dress with a green sash against a patterned wall, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
henri-martin_the-pergola-1920_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-martin_the-pergola-1920_resize1024.jpg,"a garden terrace with a vine-covered archway and potted flowers overlooking hills, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-lacombe_some-waves_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/georges-lacombe_some-waves_resize1024.jpg,"a coastal bay with shimmering water and distant mountains under a yellow sunset sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-seurat_study-for-the-circus-1891_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/georges-seurat_study-for-the-circus-1891_resize1024.jpg,"a bedroom scene with a couple resting on a bed and a figure leaping onto the mattress, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
henri-edmond-cross_the-forest-1907_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-edmond-cross_the-forest-1907_resize1024.jpg,"two reclining nude women resting in a sunlit forest clearing, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
henri-edmond-cross_mme-hector-france-nee-irma-clare-and-later_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-edmond-cross_mme-hector-france-nee-irma-clare-and-later_resize1024.jpg,"a woman in a dark dress standing on a garden terrace beside a table and chairs, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
henri-edmond-cross_siesta-by-the-water_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-edmond-cross_siesta-by-the-water_resize1024.jpg,"a lakeside landscape with orange autumn trees and distant hills, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
